tid,track,track_url,release_date,duration_ms,explicit,track_popularity,markets,albid,album,album_type,artid,artist,genres,artist_popularity,danceability,instrumentalness,speechiness,valence,loudness,added_at,lyrics
5aYcdAo0OCkV9lxQFFWaVg,Double,https://open.spotify.com/track/5aYcdAo0OCkV9lxQFFWaVg,2024-05-30,168779,True,66,185,3yVzzFCkrfzcmT8koofo0e,Double,single,1X6cBGnXpEpN7CmflLKmLV,Kizz Daniel,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",70,0.761,0.00162,0.0861,0.753,-5.098,2024-08-25,"['I double the money, the baby, and everything that you need', 'Oh ye, ye, ye (Ye, ye, ye)', 'I double the money, the baby, and everything that you need', 'Oh ye, ye, ye (Ye, ye, ye)', 'Eh, ja, oh, eh, ja, oh', 'Krrika', 'I double the money, the baby, and everything that you need', 'Oh ye, ye, ye (Ye, ye, ye)', 'I double the money, the baby, and everything that you need', 'Oh ye, ye, ye (Ye, ye, ye)', 'Girl I promise, oh yeah (Eh, eh)', 'I promise to always be there (Eh, eh)', 'Even when you mess up, yeah, yeah (Eh, eh)', 'Na me go still tell you ""No Vex"" (Eh, eh)', 'I go give you respect (Eh, eh)', 'The respect I give my mama (Eh, eh)', 'You say make I give you pikin (Eh, eh)', 'Make I give you Jela and Jalil (Eh, eh)', 'Oh sisi', ""You're beautiful from head to toe"", 'Oh sisi', ""You're beautiful from head to toe"", 'Baby sha, tu ru ru tu tu (Tu ru ru)', 'Tu ru ru tu tu', 'Baby', 'Tu ru ru tu tu', 'Baby sha, tu ru ru tu tu (Tu tu)', 'Tu ru ru tu tu', 'Baby', 'Tu ru ru tu tu', 'Baby sha', 'You gat a pretty face sha', 'You gat a pretty body sha', ""But then you're never gonna allow me, allow me touch"", ""You're way too pretty for me"", ""You're way too pretty"", ""Girl I'll give the world, my love (Eh, eh)"", ""I'll give you the things you love (Eh, eh)"", 'I no wan trouble you (Eh, eh)', 'I no wan trouble you (Eh, eh)', 'Na me be the beast to your beauty (Eh, eh)', 'Give you the key to the new crib (Eh, eh)', 'I no wan trouble you (Eh, eh)', 'I no wan trouble you (Eh, eh)', 'Oh sisi', ""You're beautiful from head to toe"", 'Oh sisi', ""You're beautiful from head to toe"", 'Baby sha, tu ru ru tu tu', 'Tu ru ru tu tu', 'Baby', 'Tu ru ru tu tu', 'Baby sha, tu ru ru tu tu', 'Tu ru ru tu tu', 'Baby', 'Tu ru ru tu tu', 'Baby sha, tu ru ru tu ru', 'Tu ru ru tu tu', 'Baby sha']"
5E6bsNA69z9SMXM6hOWqdU,YOLO,https://open.spotify.com/track/5E6bsNA69z9SMXM6hOWqdU,2023-06-01,174837,False,34,135,32XuYqGbCUBVWZaiMlTWdd,YOLO,single,5Jv1MsZBh0sqokFq7pU8Xg,Pheelz,"['afrobeats', 'nigerian pop']",60,0.806,0.000273,0.0507,0.473,-8.587,2024-08-25,
7izQcsYsMD8Z0wxyLC9SHH,LAST WEEK,https://open.spotify.com/track/7izQcsYsMD8Z0wxyLC9SHH,2024-08-15,154000,True,55,185,34MCeC9R3RzTxf3vzEJmWi,MAFFIAN,album,4kuHnKdDObYPKYPcyJC4f6,Ayo Maff,['viral afropop'],62,0.832,0.0,0.0574,0.592,-5.377,2024-08-25,
6WVrMmz9xgTilx96hyWNko,Sins For U,https://open.spotify.com/track/6WVrMmz9xgTilx96hyWNko,2024-07-05,172666,False,43,184,4vxIotduGifC33fGSfxxom,Qing Madi (Deluxe),album,0ZvsEkINadmEV4qzS4ollh,Qing Madi,"['afrobeats', 'viral afropop']",60,0.627,4.54e-06,0.0951,0.209,-7.676,2024-08-25,
3U4yxcaD5zBEz1paEVE5vi,OHEMA - Mixed,https://open.spotify.com/track/3U4yxcaD5zBEz1paEVE5vi,2024-02-01,137283,False,0,0,1o3RbNByfDItZb8exGtwXH,Nonestop Afrobeat Vibes (DJ Mix),compilation,1E5hfn5BduN2nnoZCJmUVG,Victony,"['afrobeats', 'nigerian pop']",71,0.754,0.0,0.0697,0.846,-6.363,2024-08-25,
3Y8PRiBMczgHn3edpbCkfb,Holy Gee,https://open.spotify.com/track/3Y8PRiBMczgHn3edpbCkfb,2022-07-20,164808,False,45,185,6G5EqRXFllg0YGv6sXk5IP,Holy Gee,single,4oQyXxDBq8FBhsjjS7MbcM,Cheque,"['afrobeats', 'nigerian pop']",47,0.851,2.12e-06,0.122,0.796,-6.289,2024-08-25,
32TTewBmtmhUmYxS1ajqaJ,hakuna matata,https://open.spotify.com/track/32TTewBmtmhUmYxS1ajqaJ,2024-05-10,127853,True,74,184,7g0PJ7VbsOkYTECUFkyNPN,One of Wun,album,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,"['atl hip hop', 'melodic rap', 'rap', 'trap']",86,0.926,0.0,0.227,0.69,-4.669,2024-08-25,"[""I ice out the charm, my lil' bitch a model, she made a few M's off her followin' (Yeah)"", 'Young Wunna on tour, I BP the charter, living hakuna matata (Hakuna matata)', ""Ain't no more worries, I'm up at it early, yo' nigga tryna figure out his problems (Figure out the problems)"", ""A dirty thirty, I hit her like Curry, they hit me, I don't even holler"", ""These niggas songs flopping, niggas ain't gon' stop him"", ""Switch out my cars and my addy, my family straight and that's all that matter"", 'Stacking them racks in the safe and prepare for whatever, whenever it happen', ""I put my trust in my faith, when I'm walking through straight, I don't see no one else"", ""No, it ain't Lauren, it's Raff Simmons, it's Vetements steps"", ""Stay ready, I'm already prepped"", 'Undefeated, I feel like the champ', ""My bitch love the hunnids, we fuck and get money, she turnin' my tongie to a chair"", ""You did it, I done it, you know how I'm comin', young Wunna show 'em what to wear"", ""Go pick up a bag and it's way across the country and light up that smoke in the air (Yeah)"", 'Bitch is so trim, I treat her like my twin, when I shop, I buy by the pair', ""They said it was up with me, but I'm so trim, right now a nigga don't even care"", 'Came out the bottom, I count a whole lotta, young Gunna worth millions of dollars (Millions of dollars)', ""I ice out the charm, my lil' bitch a model, she made a few M's off her followin' (Yeah)"", 'Young Wunna on tour, I BP the charter, living hakuna matata (Hakuna matata)', ""Ain't no more worries, I'm up at it early, yo' nigga tryna figure out his problems (Figure out the problems)"", ""I got rich early, I'm steamin' from workin', it feel like I got a lil' hotter"", ""Countin' up cash in the casa, eatin' sweet corn, not pasta"", 'Living hakuna matata, rockstar, role model', ""Still blow smoke like shotta, I sit back drinking out a gold bottle (Cris')"", ""Spring collection, I got 'em, put on a whole lotta (Drip)"", ""Nigga, I don't chat, won't holler"", 'I face my problems, I pop like collars', ""Nigga worth XY dollars, stack big as a toddler, I won't even bother"", 'Wunna should be studied and honored, the top dog under, I could write a novel', 'Came out the bottom, I count a whole lotta, young Gunna worth millions of dollars', ""I ice out the charm, my lil' bitch a model, she made a few M's off her followin' (Yeah)"", 'Young Wunna on tour, I BP the charter, living hakuna matata', ""Ain't no more worries, I'm up at it early, yo' nigga tryna figure out his problems (Okay)"", '(Okay)']"
55aQFSelJ6fY1xXpMHRju8,All For You,https://open.spotify.com/track/55aQFSelJ6fY1xXpMHRju8,2019-11-08,158365,False,44,185,5ycopkcsa3kPg1cbw9sDqu,Love & Light,single,1XavfPKBpNjkOfxHINlMHF,Joeboy,"['afrobeats', 'afropop', 'nigerian pop']",64,0.808,2.04e-05,0.282,0.652,-7.622,2024-08-25,"['Yeah yeah yeah yeah\xa0', 'She wan\xa0', 'Break up with her boyfriend ‘cause of me\xa0', 'Sey na only me\xa0', 'Wey she want she no wanty nobody\xa0', 'She wan\xa0', 'Break up with her bobo ‘cause of me\xa0', 'Sey na only me wey she want she no wanty nobody\xa0', ""I don't feel like I deserve your love oh baby e no Dey be like sey I deserve your love oh mama"", ""I don't feel like I deserve your love oh baby\xa0"", ""It don't feel like I deserve your love oh mama\xa0"", '‘Cause am all for you\xa0', ""Make you no fear don't you bother\xa0"", 'Elele\xa0', ""Girl I'm all for you make you no fear ko se normal\xa0"", 'I can be that somebody\xa0', 'Somebody\xa0', 'If you need this somebody\xa0', 'Baby you can call on me\xa0', 'I can be your company eh', 'Somebody, somebody\xa0', 'If you need this somebody\xa0', 'I can be your company\xa0', 'Baby you can call on me (yeah)', 'She wan, break up with her boyfriend ‘cause of me\xa0', 'Sey na only me wey she want she no wanty nobody\xa0', 'She wan break up with her bobo cause of me', 'Sey na only me wey she want she no wanty nobody (yeah yeah yeah yeah)', ""I don't feel like I deserve your love oh baby\xa0"", 'E no dey be like sey I deserve your love oh mama', 'I no dey feel like sey I deserve your love oh baby\xa0', ""It don't feel like I deserve your love oh mama\xa0"", '‘Cause am all for you\xa0', ""Make you no fear don't you bother\xa0"", 'Elele\xa0', ""Girl I'm all for you make you no fear ko se normal\xa0"", 'She wan, break up with her boyfriend ‘cause of me\xa0', 'Sey na only me wey she want she no wanty nobody\xa0', 'Joeboy pon deck!']"
1PCUDCPFzwPbYbQqivdMxK,PRECISION,https://open.spotify.com/track/1PCUDCPFzwPbYbQqivdMxK,2023-03-30,186550,False,43,184,6lI21W76LD0S3vC55GrfSS,Timeless,album,0Y3agQaa6g2r0YmHPOO9rh,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']",72,0.577,0.0,0.104,0.518,-4.324,2024-08-25,"['My time and my energy', ""I don't waste on nobody"", ""'Cause I dey try sort myself"", 'And you go like sort yourself (shekpe!)', 'Na person wey get money dey carry shoulder gan', 'Ẹ ni toba lowo laye lo ma n gbera gan oh', 'And I dey move with precision', 'I go carry you along', 'Bebe n lọ', 'Thank God say me I get God', 'Oya eh', 'Iwọ to ba lowo nowo ẹ soke', 'No go think am, nowo ẹ soke', 'Faraya ko nowo ẹ soke', 'Jogodo sungba, nowo ẹ soke', 'Iwo to ba lowo nowo ẹ soke', 'No go think am, nowo ẹ soke', 'Faraya ko nowo ẹ soke', 'Jogodo sungba, nowo ẹ lọ', 'I dey with Shizzi as the vibe dey go (Shizzi)', 'Energy on point, we dey jam dey go', 'See the fine fine girls, dem dey eye me oh', 'But I no send, I dey carry go', 'Koma lọ gbe mi sọ wa, awa carry gan', 'Aye yi o ni baje oh', 'Maro lọ oh', 'As I dey here oh, dey here', ""I'm counting my blessings"", 'My time and my energy, iyo', ""I don't waste on nobody, iyo"", ""'Cause I dey try sort myself, iyo"", 'So you for try sort yourself, iyo', 'Mo ni gẹgẹ shi gẹgẹ, iyo', 'Make nobody come dey waste my time, iyo', ""'Cause I dey try sort myself, iyo"", 'Oya ka lọ, jia ma jaiye lọ yeah eh', 'Na person wey get money dey carry shoulder gan', 'Ẹ ni toba lowo laye lọ ma n gbera ga', 'And I dey move with precision', 'I go carry you along', 'Bebe n lọ', 'Thank God say me I get God', 'Oya eh', 'Iwo to ba lowo nowo ẹ soke', 'No go think am, nowo ẹ soke', 'Faraya ko nowo ẹ soke', 'Jogodo sungba, nowo ẹ soke', 'Iwo to ba lowo nowo ẹ soke', 'No go think am, nowo ẹ soke', 'Faraya ko nowo ẹ soke', 'Jogodo sungba, nowo ẹ lọ', 'My time and my energy, iyo', ""I don't waste on nobody, iyo"", ""'Cause I dey try sort myself, iyo"", 'So you for try sort yourself, iyo', 'Moni gẹgẹ shi gẹgẹ, iyo', 'Make nobody come dey waste my time, iyo', ""'Cause I dey try sort myself, iyo"", 'Oya ka lọ, jia ma jaiye lọ, iyi', 'Na person wey get money dey carry shoulder gan', 'E ni toba lowo laye lo ma gbera ga', 'And I dey move with precision', 'I go carry you along', 'Bebe n lọ', 'Thank God say me I get God', 'Oya eh', 'Iwo to ba lowo nowo ẹ soke', 'No go think am, nowo ẹ soke', 'Faraya ko nowo ẹ soke', 'Jogodo sungba, nowo ẹ soke', 'Iwo to ba lowo nowo ẹ soke', 'No go think am, nowo ẹ soke', 'Faraya ko nowo ẹ soke', 'Jogodo sungba, nowo ẹ lo', 'My time and my energy, iyo', ""I don't waste on nobody, iyo"", 'As I dey try sort myself, iyo', 'So you for try sort yourself, iyo']"
2gcOLxQioot3aJEzyVQZUr,Devil Wears White,https://open.spotify.com/track/2gcOLxQioot3aJEzyVQZUr,2024-05-17,190488,False,56,184,3BR3nIfDHdX3Nn38JgJHY1,Devil Wears White,single,62s0EsXQNJEwy8fKZ386VU,Larry Gaaga,"['afrobeats', 'afropop', 'igbo pop', 'nigerian pop']",47,0.489,0.0,0.414,0.665,-5.454,2024-08-25,
7Cl1rpIsQk4EFU2pmSKaC1,The Feels,https://open.spotify.com/track/7Cl1rpIsQk4EFU2pmSKaC1,2017-12-13,219093,False,59,185,5mjZOTY784uDQDFSXNNlTF,soon.,single,4Xj0nxVO4r7PLEaw7LRiBa,melvitto,"['afrobeats', 'nigerian pop']",64,0.743,0.00137,0.0631,0.425,-9.872,2024-08-25,
0u9khlv9uOvSEUOTFZtMNs,"Ba$tard, Don't Be Silly",https://open.spotify.com/track/0u9khlv9uOvSEUOTFZtMNs,2024-06-21,171666,True,59,185,1dfsKiTgOKzA8sLHCNMuKc,Stubborn,album,1E5hfn5BduN2nnoZCJmUVG,Victony,"['afrobeats', 'nigerian pop']",71,0.786,5.39e-06,0.149,0.879,-8.05,2024-08-25,
6rvxgmw3QQlUg03Ptda1Yl,More Than Me,https://open.spotify.com/track/6rvxgmw3QQlUg03Ptda1Yl,2023-11-10,156992,True,41,185,14VJEhvxRCOsNtcwjjBxwR,Presido La Pluto,album,4TKhxSkqClXrdtUWgKqHVU,Shallipopi,"['afrobeats', 'nigerian pop']",65,0.793,0.0,0.281,0.603,-6.072,2024-08-25,
0WD5tXJt8jLHe8H7mz1yMk,Perfect Combi,https://open.spotify.com/track/0WD5tXJt8jLHe8H7mz1yMk,2024-06-14,181626,False,55,184,3s7ciU4LPvI3mb8yufHJZ5,True To Self,album,4tIKaxUmpXzshok2yCnwdf,King Promise,"['afrobeats', 'ghanaian alternative', 'ghanaian pop']",62,0.866,0.00011,0.0644,0.877,-8.192,2024-08-25,"['[King Promise]', 'Mehyiaa ɔbaa bi last night with a big bumper (Hmm-mm)', 'She said she had a man, but she still gave me that number (Hmm-mm)', 'Be like she know say I dey mad', 'Weakness for the biggie bumper, you know, oh', 'For the biggie bum-bum, you know, yeah', '[Gabzy]', 'So what about the vibe?', 'Did she dress nice?', 'Tell me what she like', 'You said she got a man', 'Did she think twice?', 'Is the face fine?', '[King Promise]', 'Say the face fine', 'Yeah, she fine of course', ""She dey talk much, and I'm quiet of course"", 'Perfect combi, oh', ""She dey do me things, and I can't deny"", '[Gabzy]', 'Perfect combi, oh', 'Slim waist bumper, fine face', 'Perfect combi, oh', 'She dey whine waist', 'She no look anybody face', 'Perfect combi oh', 'Slim waist bumper, fine face', 'Perfect combi oh', 'She dey whine waist she no look anybody face', 'Perfect combi oh', '[King Promise]', 'Kɔ, kɔ, kɔ, kɔ, kɔ, kɔ, kɔ', ""Merebɔ w'akoma mu kɔkɔɔkɔ"", 'Anything you dey want, want, want', 'Nea wopɛ biara, metɔ-tɔ-tɔ-tɔ mama wo o', '[Gabzy]', 'Kɔ, kɔ, kɔ, kɔ, kɔ', ""Girl, I'm knocking down on your front door"", 'Tryna give you everything and more', ""If there's anything you need, just call, oh"", 'Whoa-whoa', '[King Promise]', 'Girl, this your sugar go sweet, oh', ""Make a man want this, I'm for real, oh"", ""Make I know what's up, what's the deal ohh"", ""Ɔhemaa, what's up?"", '[Gabzy]', 'So what about the vibe?', 'Did she dress nice?', 'Tell me what she like', 'You said she got a man', 'Did she think twice?', 'Is the face fine?', '[King Promise]', 'Say the face fine', 'Yeah, she fine of course', ""She dey talk much, and I'm quiet of course"", 'Perfect combi, oh', ""She dey do me things, and I can't deny"", '[Gabzy]', 'Perfect combi oh', 'Slim waist bumper, fine face', 'Perfect combi oh', 'She dey whine waist she no look anybody face', 'Perfect combi oh', 'Slim waist bumper, fine face', 'Perfect combi oh', 'She dey whine waist she no look anybody face', 'Perfect combi oh', '[Gabzy]', 'Perfect combi oh', 'Slim waist bumper, fine face', 'Perfect combi oh', 'She dey whine waist she no look anybody face', 'Perfect combi oh', 'Slim waist bumper, fine face', 'Perfect combi oh', 'She dey whine waist she no look anybody face', 'Perfect combi oh', '[King Promise]', 'I dey look anybody face', 'Perfect combi oh']"
1zdZuqxH7jftcOBnql3Kai,Reason,https://open.spotify.com/track/1zdZuqxH7jftcOBnql3Kai,2022-10-28,162560,False,36,185,45fYE42AOHnBxsOFcKSoxw,Never Stop Vol. 1,album,2qRMjF0Cf2In67xEORWuwk,PaBrymo,['viral afropop'],32,0.754,0.00309,0.218,0.566,-6.286,2024-08-25,
7sqLoI1sbwTI6xzvwizpEb,La La - Remix,https://open.spotify.com/track/7sqLoI1sbwTI6xzvwizpEb,2021-01-15,171023,False,0,0,4JJ24Q3itDtoQeTkUeLR0L,La La (Remix),single,2C4OrNkcRI5i3S3dGWFARG,Kwame Toaker,[],0,0.743,5.66e-06,0.0529,0.535,-5.959,2024-08-25,
2Pg51ge2ah43PKu73yxDtU,Ki Lo Wa Wa,https://open.spotify.com/track/2Pg51ge2ah43PKu73yxDtU,2024-07-26,223815,False,38,185,6LHuKanB3fdLZhTQNdB2l1,Rebel Queen,album,7fKO99ryLDo8VocdtVvwZW,Yemi Alade,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",52,0.849,0.0,0.0414,0.57,-5.527,2024-08-25,
320cXn7htYGuAzNyxLDs3M,Rent Free,https://open.spotify.com/track/320cXn7htYGuAzNyxLDs3M,2023-10-27,136842,False,53,184,6cryLTyBj54kNA59giEvbA,Rent Free,single,1zO1FWFxxNUCqUuGATxZQZ,Gyakie,"['afro r&b', 'afrobeats', 'afropop', 'nigerian pop']",53,0.726,0.0661,0.0894,0.414,-6.823,2024-08-25,"['Yeah, ah, mm', '(Lektra)', '(Flip The Music)', ""Don't break me, don't use me"", ""Don't lose me, don't leave me in the dark"", 'Do you trust me?', 'Then give me your hand', 'I found you, you found me', ""Who found who? No one cares, we're a match"", 'You should trust me', 'Give me your hand', 'You are living inside my head', 'Rent free, baby', 'Abo sen na wope se wo ko fie yi?', 'You are living inside my head', 'Rent free, baby', 'Abo sen na wope se wo ko fie yi?', 'Mede bema wo oo', 'Eeny miny moe', 'Wonni bsbiaa ko', 'Odo mene woaa o', 'Daakye asem nti', 'Tie mefutuo', 'Nana eyya', 'Mede bema wo oo', 'Eeny miny moe', 'Wonni bsbiaa ko', 'Odo mene woaa o', 'Daakye asem nti', 'Tie mefutuo', 'Nana eyya', 'You are living inside my head', 'Rent free, baby', 'Abo sen na wope se wo ko fie yi?', 'You are living inside my head', 'Rent free, baby', 'Abo sen na wope se wo ko fie yi?', 'Mm-mm, mm-mm', 'Mm-mm, mm-mm', 'You are living inside my head', 'Rent free, baby', 'Abo sen na wope se wo ko fie yi?', 'You are living inside my head', 'Rent free, baby', 'Abo sen na wope se wo ko fie yi?', 'Mm-mm, mm-mm', '(Do you trust me? Then give me your hand)', 'Mm-mm, mm-mm', 'Nana eyya']"
1MGQJITgxRkZITT6aqcqfo,Shaken,https://open.spotify.com/track/1MGQJITgxRkZITT6aqcqfo,2018-07-11,213333,False,27,185,2teAt8iFXCBkjdiEuNqJgF,Shaken,single,1W6kAvOt2N7X3Rta12vPGR,Tomi Thomas,['nigerian pop'],30,0.771,0.0396,0.0506,0.641,-6.531,2024-08-25,
0r3oXY7eX9wzP9Ogtcs7na,Pray For Me,https://open.spotify.com/track/0r3oXY7eX9wzP9Ogtcs7na,2021-09-10,81600,False,44,185,5bqHCcfVuOzScPpUwp5Rxd,Pray For Me,single,1lxw1eewbvAVmEwJrYUDEx,Ayox,['nigerian pop'],45,0.679,1.9e-05,0.183,0.546,-6.518,2024-08-25,
0SO6kFbabTMjsmnNCSCWWk,Dalilah,https://open.spotify.com/track/0SO6kFbabTMjsmnNCSCWWk,2024-05-20,167755,False,38,185,6eUtyQ0nItk099GXX6NUWb,Growing Pains (Deluxe),album,3sjmAVaeka80SCvK69bedW,Joshua Baraka,['ugandan pop'],46,0.56,0.00995,0.25,0.337,-4.319,2024-08-25,
4eeEeR6yLSK89xxOSVfdru,Malaysia sesesco asake - Asake Remix,https://open.spotify.com/track/4eeEeR6yLSK89xxOSVfdru,2022-11-19,190171,False,0,0,6NCOH4m4RghOJJfOq2ymtB,Malaysia sesesco asake (Asake Remix),single,6VPwYVHd6Yacycnpm8thvu,Sesesco,[],0,0.72,0.0397,0.0724,0.803,-2.202,2024-08-25,
5v9Ixug810aeOxyS4EXpSq,Gock Am,https://open.spotify.com/track/5v9Ixug810aeOxyS4EXpSq,2019-07-12,160234,False,29,185,1UphLDrajS1nHFg2DmrSPL,Cray Cray,single,3Uv5hfyuC7TkLsQ6p4ikSb,Crayon,"['afrobeats', 'nigerian pop']",60,0.863,2.26e-05,0.0863,0.782,-4.389,2024-08-25,
2T5GZC1hlOr9DahCK2WnFy,Casablanca,https://open.spotify.com/track/2T5GZC1hlOr9DahCK2WnFy,2024-07-12,151282,False,63,185,38tvoGnBsZNd8FJg2YsCT4,Loseyi Professor,album,4zmZ8lVLzGc84S4v2B1rLx,Seyi Vibez,"['afrobeats', 'nigerian pop']",71,0.559,0.00103,0.0611,0.532,-5.552,2024-08-25,
47eAURQmsBK5e5cliaObFm,Away,https://open.spotify.com/track/47eAURQmsBK5e5cliaObFm,2021-01-22,169400,True,50,185,3drpxIB5lrsy5SOmVCoPwc,Ayra Starr,single,3ZpEKRjHaHANcpk10u6Ntq,Ayra Starr,['afrobeats'],79,0.596,0.0,0.135,0.611,-13.26,2024-08-25,"['How far', 'Make you no dey bother with me', 'Your father', 'What you wanna acquire with me', 'Stutter', 'Stutter like a motherfucker', 'I do not like it when you call me', 'When you been dey flex', 'With them girls up east', 'You dey flex', 'You con dey vex on top say I no want stress', 'When you gonna understand', 'You can never be the man I stan', 'You can never be the one for me', 'Take away your trouble', 'And leave me be', 'Away Away Away Away', 'Ah-Ah Away ay', 'Take all your trouble', 'Away(x4)', 'Ah-Ah Away ay', 'Take it, take it , take it', 'Away Away Away Away', 'Ah-Ah Away ay', 'Understand', ""Understand I won't"", ""Understand I won't be the girl that use to cry"", 'Cry about a man that never came through', 'He dey lie', 'All the time', ""Let's talk about a fool"", 'Yahhh yeah', ""You keep talking but you're tripping"", 'Yahhh yeah', 'You keep talking', 'When you gonna understand', 'You can never be the man I stan', 'You can never be the one for me', 'Take away your trouble', 'And leave me be', 'Away Away Away Away', 'Ah-Ah Away ay', 'Take all your trouble', 'Away Away Away Away', 'Ah-Ah Away ay', 'Take it, take it , take it', 'Away Away Away Away', 'Ah-Ah Away ay', 'How far', 'How far', 'How far', 'Tell me why you wanna call me', 'When you know that you not my type', 'This thing done dey pain me', 'No need to explain please', 'This thing done dey pain me', 'Away Away Away Away', 'Ah-Ah Away ay', 'Take all your trouble', 'Away Away Away Away', 'Ah-Ah Away ay', 'Take it, take it, take it', 'Away Away Away Away', 'Ah-Ah Away']"
